,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAGRAAPEI-201-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAHRAAPEI-202-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAIRAAPEI-205-counts.tsv
ENSG00000184937,48,50,44,35,70,51
ENSG00000184939,1179,879,1007,678,1124,904
ENSG00000184945,0,0,0,0,0,0
ENSG00000184949,96,63,66,62,90,65
ENSG00000184954,0,0,0,0,0,0
ENSG00000184956,6,1,7,2,2,6
ENSG00000184967,715,541,549,512,749,473
ENSG00000184979,213,178,169,157,243,173
ENSG00000184983,1913,1608,1610,1288,2190,1563
ENSG00000184984,7,1,2,3,6,1
ENSG00000184985,24,20,16,15,28,21
ENSG00000184986,327,193,264,190,239,197
ENSG00000184988,2,5,5,1,1,4
ENSG00000184990,4244,2900,3338,3049,4737,3225
ENSG00000184992,4062,3088,3129,3038,4436,3165
ENSG00000184995,0,0,0,0,0,0
ENSG00000184999,0,0,0,0,0,0
ENSG00000185000,898,714,875,803,1173,878
ENSG00000185002,0,0,0,0,0,0
ENSG00000185008,253,212,201,198,313,212
ENSG00000185009,2194,1815,1795,1516,2446,1835
ENSG00000185010,53,40,32,46,53,50
ENSG00000185013,7,2,3,6,10,10
ENSG00000185015,1,0,2,1,2,1
ENSG00000185019,128,130,118,90,116,87
ENSG00000185022,52,39,44,318,578,410
ENSG00000185024,1921,1286,1437,1253,1887,1272
ENSG00000185028,0,0,1,1,1,0
ENSG00000185033,1103,901,1027,779,1161,871
ENSG00000185038,2,5,4,0,0,1
ENSG00000185040,112,68,84,70,91,86
ENSG00000185043,1379,1146,1209,1059,1786,1309
ENSG00000185046,336,272,270,260,394,256
ENSG00000185049,783,611,671,669,870,670
ENSG00000185052,485,398,375,376,540,394
ENSG00000185053,0,0,0,0,0,0
ENSG00000185055,12,12,8,6,18,12
ENSG00000185056,0,1,0,1,2,1
ENSG00000185069,0,0,0,0,0,0
ENSG00000185070,2,1,3,6,9,6
ENSG00000185085,953,738,773,583,773,586
ENSG00000185087,0,0,0,0,0,0
ENSG00000185088,2175,1810,1758,1377,2390,1709
ENSG00000185090,1616,1104,1155,1193,1498,1117
ENSG00000185100,352,264,285,263,394,275
ENSG00000185101,154,97,104,127,190,143
ENSG00000185104,1525,1256,1328,1216,1900,1440
ENSG00000185105,6,2,3,4,0,1
ENSG00000185112,179,126,152,151,225,140
ENSG00000185115,320,238,235,210,310,208
ENSG00000185122,2721,1944,2178,2245,3031,2142
ENSG00000185127,1365,1058,1145,931,1398,1049
ENSG00000185129,1659,1403,1300,1013,1614,1087
ENSG00000185130,8,8,11,6,11,7
ENSG00000185133,721,564,688,534,838,606
ENSG00000185149,0,0,0,0,0,0
ENSG00000185155,0,0,0,0,0,1
ENSG00000185156,0,0,0,0,0,0
ENSG00000185158,159,132,151,125,153,154
ENSG00000185163,1438,1005,1046,1036,1505,1018
ENSG00000185164,1061,871,842,848,1199,895
ENSG00000185176,0,0,0,0,0,0
ENSG00000185177,0,0,0,0,0,0
ENSG00000185187,958,687,881,709,1059,844
ENSG00000185189,1284,940,1144,1003,1665,1189
ENSG00000185198,0,0,0,0,1,0
ENSG00000185201,374,277,291,241,372,293
ENSG00000185215,147,88,81,88,133,83
ENSG00000185219,629,491,506,387,552,407
ENSG00000185220,265,233,216,204,301,204
ENSG00000185222,0,0,0,0,0,0
ENSG00000185231,0,0,0,0,0,0
ENSG00000185236,1164,823,1059,1001,1448,1024
ENSG00000185238,1526,1198,1144,1049,1762,1163
ENSG00000185245,59,46,35,47,69,51
ENSG00000185246,1649,1307,1306,995,1688,1339
ENSG00000185247,0,0,2,1,0,0
ENSG00000185250,17,10,10,12,19,16
ENSG00000185252,414,259,315,240,347,285
ENSG00000185261,15,9,10,3,14,13
ENSG00000185262,336,314,345,245,402,408
ENSG00000185264,0,0,0,0,0,0
ENSG00000185267,13,25,13,26,28,11
ENSG00000185269,2,2,3,2,9,4
ENSG00000185271,0,0,0,0,0,0
ENSG00000185272,4,5,3,3,5,4
ENSG00000185274,0,0,0,0,0,0
ENSG00000185278,928,827,928,698,1042,772
ENSG00000185290,0,0,0,0,0,0
ENSG00000185291,31,22,25,35,49,23
ENSG00000185294,0,0,0,0,0,0
ENSG00000185298,1009,793,753,694,1126,709
ENSG00000185303,0,1,0,1,0,1
ENSG00000185304,36,23,25,29,49,34
ENSG00000185305,257,222,213,155,321,218
ENSG00000185306,19,23,24,9,14,11
ENSG00000185313,0,0,0,0,0,0
ENSG00000185324,3154,2270,2589,2332,3306,2415
ENSG00000185332,92,68,72,76,95,69
ENSG00000185338,80,52,47,50,106,57
ENSG00000185339,3,1,2,4,3,2
ENSG00000185340,1096,805,983,836,1113,811
ENSG00000185344,662,567,539,481,766,540
ENSG00000185345,0,1,0,1,2,1
ENSG00000185347,1510,1063,1242,1283,1814,1281
ENSG00000185352,510,418,417,426,558,416
ENSG00000185359,1904,1410,1539,1636,2367,1595
ENSG00000185361,139,150,210,114,190,173
ENSG00000185372,0,0,0,0,0,0
ENSG00000185379,361,321,261,295,441,262
ENSG00000185385,0,0,0,0,0,0
ENSG00000185386,518,352,355,368,499,351
ENSG00000185404,342,301,324,284,470,307
ENSG00000185414,1197,1014,919,845,1311,914
ENSG00000185418,345,278,316,258,398,310
ENSG00000185420,163,135,148,126,168,154
ENSG00000185432,258,241,280,174,326,279
ENSG00000185436,30,19,31,40,50,32
ENSG00000185437,142,129,99,91,174,106
ENSG00000185442,730,621,616,468,746,539
ENSG00000185448,1,1,1,0,0,1
ENSG00000185453,138,126,149,152,140,116
ENSG00000185467,5,2,3,0,0,1
ENSG00000185475,395,301,296,235,425,281
ENSG00000185477,174,152,131,126,223,171
ENSG00000185479,1,0,0,0,0,0
ENSG00000185480,589,476,545,422,694,535
ENSG00000185482,151,132,124,132,171,140
ENSG00000185483,3,3,2,0,4,2
ENSG00000185499,177,149,126,131,176,165
ENSG00000185504,1254,866,1025,915,1254,907
ENSG00000185507,96,73,73,74,111,92
ENSG00000185513,192,130,160,142,220,146
ENSG00000185515,1929,1497,1535,1263,2041,1418
ENSG00000185518,0,1,0,0,0,2
ENSG00000185519,45,39,29,34,37,36
ENSG00000185522,214,128,164,170,249,177
ENSG00000185523,1,2,0,0,0,2
ENSG00000185527,5,5,1,3,3,0
ENSG00000185532,1,1,1,0,0,4
ENSG00000185551,3996,3261,3317,2529,3834,2949
ENSG00000185559,0,0,0,0,0,0
ENSG00000185561,116,81,98,64,111,81
ENSG00000185565,0,0,0,0,0,0
ENSG00000185567,73,76,63,61,98,62
ENSG00000185585,17,19,14,5,31,12
ENSG00000185591,4722,3827,3818,3405,5358,3708
ENSG00000185594,0,0,0,0,0,0
ENSG00000185608,1147,910,931,856,1229,894
ENSG00000185610,0,0,0,0,1,0
ENSG00000185614,9,4,7,6,3,5
ENSG00000185615,200,128,122,119,207,117
ENSG00000185619,739,596,661,480,856,622
ENSG00000185621,321,270,252,242,395,262
ENSG00000185624,16424,13092,14230,13127,19178,14230
ENSG00000185627,3380,2734,2648,2442,3910,2773
ENSG00000185630,4247,3258,3249,3139,4812,3438
ENSG00000185633,35,29,28,34,44,21
ENSG00000185634,98,87,83,88,136,83
ENSG00000185640,0,0,0,0,0,0
ENSG00000185650,2849,2445,2623,2435,3811,2778
ENSG00000185651,4030,3362,3080,2730,4534,3337
ENSG00000185652,0,0,0,0,0,0
ENSG00000185658,4205,3538,3642,2999,4943,3528
ENSG00000185662,0,0,0,0,0,0
ENSG00000185664,114,89,95,71,132,80
ENSG00000185666,4,3,1,1,0,2
ENSG00000185668,2,2,4,6,7,2
ENSG00000185669,14,13,15,14,19,11
ENSG00000185670,93,59,79,33,58,48
ENSG00000185674,13,9,10,10,15,12
ENSG00000185681,0,0,0,0,1,0
ENSG00000185684,655,500,510,548,784,538
ENSG00000185686,19,13,19,11,22,18
ENSG00000185689,24,12,18,7,17,9
ENSG00000185697,564,455,407,360,745,502
ENSG00000185716,324,256,251,242,391,290
ENSG00000185721,2348,1893,1748,1671,2537,1737
ENSG00000185722,1964,1464,1531,1378,2081,1441
ENSG00000185728,2171,1677,1713,1366,2278,1577
ENSG00000185730,525,349,403,311,401,263
ENSG00000185736,0,0,0,0,1,1
ENSG00000185737,0,1,0,0,1,0
ENSG00000185739,10,7,8,9,14,11
ENSG00000185742,0,0,0,0,0,0
ENSG00000185745,23,17,28,14,24,23
ENSG00000185753,870,666,689,540,916,652
ENSG00000185758,0,0,0,0,1,0
ENSG00000185760,2,3,4,2,1,1
ENSG00000185761,154,112,111,85,143,95
ENSG00000185774,25,22,16,13,35,9
ENSG00000185775,0,0,0,0,0,0
ENSG00000185787,7384,6364,6330,5096,9074,6301
ENSG00000185792,0,1,2,1,7,2
ENSG00000185798,398,311,289,248,337,232
ENSG00000185800,1279,878,982,1063,1448,1025
ENSG00000185803,2028,1544,1644,1528,2025,1504
ENSG00000185808,323,293,283,239,413,293
ENSG00000185811,0,0,0,0,0,0
ENSG00000185813,1091,825,850,795,1158,856
ENSG00000185818,309,246,252,225,327,248
ENSG00000185821,0,0,0,0,0,0
ENSG00000185823,0,0,0,0,0,0
ENSG00000185825,10118,8437,8345,7667,11819,8470
ENSG00000185829,271,199,234,236,375,290
ENSG00000185838,305,220,268,230,357,232
ENSG00000185842,252,222,227,179,311,235
ENSG00000185860,0,0,0,0,0,0
ENSG00000185862,1,0,0,0,0,0
ENSG00000185863,4,8,2,4,4,3
ENSG00000185864,830,690,710,680,1001,746
ENSG00000185869,126,108,110,94,133,100
ENSG00000185873,0,0,1,3,2,1
ENSG00000185875,736,580,575,448,591,434
ENSG00000185880,133,133,151,101,156,116
ENSG00000185883,24,13,13,37,31,29
ENSG00000185885,1,3,5,0,0,2
ENSG00000185888,0,0,0,0,0,0
ENSG00000185894,0,0,0,0,0,0
ENSG00000185896,4347,3526,3677,3310,4804,3667
ENSG00000185897,0,0,0,0,0,0
ENSG00000185899,0,0,0,0,0,0
ENSG00000185900,62,62,56,40,70,65
ENSG00000185905,0,0,0,0,0,0
ENSG00000185909,50,30,27,33,41,41
ENSG00000185915,0,0,0,0,0,0
ENSG00000185917,588,435,423,352,638,420
ENSG00000185920,172,123,184,114,212,203
ENSG00000185924,967,773,871,652,905,664
ENSG00000185926,0,0,0,0,0,0
ENSG00000185933,34,23,16,17,23,19
ENSG00000185940,0,0,0,0,0,0
ENSG00000185942,0,0,0,0,0,0
ENSG00000185946,196,162,155,153,269,221
ENSG00000185947,694,532,564,470,746,513
ENSG00000185950,68,55,68,469,713,551
ENSG00000185955,3,2,2,2,1,5
ENSG00000185958,19,10,9,11,9,5
ENSG00000185960,0,0,0,0,0,0
ENSG00000185962,0,0,0,0,0,0
ENSG00000185963,2030,1449,1649,1567,2338,1676
ENSG00000185966,0,0,0,0,0,0
ENSG00000185972,0,0,0,0,0,0
ENSG00000185973,604,510,512,452,681,499
ENSG00000185974,0,0,0,0,0,0
ENSG00000185982,0,0,0,0,0,0
ENSG00000185985,0,0,0,0,0,0
ENSG00000185988,0,1,0,2,3,0
ENSG00000185989,531,415,429,425,580,431
ENSG00000186001,939,828,839,686,1008,752
ENSG00000186007,27,21,25,20,37,22
ENSG00000186009,0,0,0,0,0,0
ENSG00000186010,128,90,99,107,158,71
ENSG00000186017,354,274,257,221,355,258
ENSG00000186020,187,166,158,181,318,224
ENSG00000186026,14,8,13,7,17,7
ENSG00000186038,0,0,0,0,0,0
ENSG00000186047,25,20,23,17,20,16
ENSG00000186049,0,0,0,0,0,0
ENSG00000186051,3,3,1,1,0,1
ENSG00000186063,3151,2666,2780,2220,3711,2592
ENSG00000186073,198,162,154,144,259,176
ENSG00000186074,0,0,0,0,0,0
ENSG00000186075,0,0,0,0,0,0
ENSG00000186081,0,0,0,0,0,0
ENSG00000186086,21,16,13,33,40,26
ENSG00000186088,99,71,103,69,131,117
ENSG00000186090,0,0,1,0,0,0
ENSG00000186092,0,0,0,0,0,0
ENSG00000186094,3,2,3,1,0,1
ENSG00000186103,0,0,0,0,1,0
ENSG00000186104,144,124,149,79,138,126
ENSG00000186105,0,2,0,2,6,7
ENSG00000186106,625,421,445,360,572,390
ENSG00000186111,935,683,819,719,1013,771
ENSG00000186113,0,0,0,0,0,0
ENSG00000186115,0,0,1,0,2,0
ENSG00000186118,0,0,0,1,2,1
ENSG00000186119,0,0,0,0,0,0
ENSG00000186130,689,617,540,377,607,441
ENSG00000186132,159,156,148,117,202,151
ENSG00000186136,1,0,1,0,1,0
ENSG00000186141,1982,1610,1472,1450,2161,1531
ENSG00000186143,0,0,0,0,1,0
ENSG00000186146,0,0,0,0,0,0
ENSG00000186150,9,4,13,3,7,5
ENSG00000186153,1498,1186,1262,1173,1854,1326
ENSG00000186160,35,19,34,20,31,29
ENSG00000186166,988,781,744,685,1142,822
ENSG00000186174,10173,7765,8612,7365,9786,7478
ENSG00000186184,2387,1774,1836,1620,2580,1815
ENSG00000186185,1683,1333,1520,1149,1804,1342
ENSG00000186187,2082,1588,1739,1687,2487,1723
ENSG00000186188,0,0,0,0,0,0
ENSG00000186190,0,0,0,0,0,0
ENSG00000186191,0,0,0,0,0,0
ENSG00000186193,5418,4188,5017,4207,6092,4587
ENSG00000186197,3,0,0,1,5,0
ENSG00000186198,1,4,1,1,1,2
ENSG00000186204,0,0,1,0,0,0
ENSG00000186205,1215,936,933,855,1272,887
ENSG00000186207,0,0,0,0,0,0
ENSG00000186212,68,51,53,39,34,36
ENSG00000186222,358,304,346,250,345,256
ENSG00000186226,0,0,0,0,0,0
ENSG00000186230,181,112,103,121,192,142
ENSG00000186231,0,0,1,0,0,0
ENSG00000186260,2353,2016,2153,1881,3076,2211
ENSG00000186265,0,0,0,0,0,0
ENSG00000186272,81,71,63,39,75,53
ENSG00000186280,17,36,25,28,30,27
ENSG00000186281,1,3,2,3,1,4
ENSG00000186283,4130,3054,3068,2951,4138,2875
ENSG00000186288,2,2,5,2,5,1
ENSG00000186297,0,0,0,0,0,0
ENSG00000186298,3884,3088,3034,2671,4219,3051
ENSG00000186300,55,36,50,30,42,25
ENSG00000186306,3,4,5,6,3,2
ENSG00000186310,8,5,8,5,8,6
ENSG00000186314,23,25,18,18,20,20
ENSG00000186318,2004,1503,1511,1397,1949,1425
ENSG00000186326,9,11,5,8,4,9
ENSG00000186329,26,16,32,31,44,26
ENSG00000186334,0,0,0,2,1,0
ENSG00000186335,0,0,0,0,1,2
ENSG00000186340,9,8,11,7,8,10
ENSG00000186350,5924,4478,4766,4523,6276,4566
ENSG00000186352,39,18,26,80,143,82
ENSG00000186354,74,75,68,65,98,77
ENSG00000186364,191,165,167,130,277,170
ENSG00000186367,14,10,17,19,21,25
ENSG00000186376,1188,959,993,804,1378,980
ENSG00000186377,14,3,11,2,4,0
ENSG00000186393,0,0,0,0,0,0
ENSG00000186395,995,818,812,913,1301,1020
ENSG00000186399,20,19,18,21,21,21
ENSG00000186407,0,0,0,0,0,0
ENSG00000186409,27,22,23,21,31,19
ENSG00000186416,818,650,652,494,797,603
ENSG00000186417,128,98,113,89,148,114
ENSG00000186431,1,1,0,1,2,3
ENSG00000186432,2061,1770,1689,1548,2520,1666
ENSG00000186439,0,1,4,2,3,2
ENSG00000186440,0,0,0,0,0,0
ENSG00000186442,0,0,0,0,0,1
ENSG00000186446,0,0,0,0,0,0
ENSG00000186448,195,184,159,128,190,138
ENSG00000186451,1,2,2,1,0,3
ENSG00000186452,0,0,0,0,0,0
ENSG00000186453,0,0,0,0,0,1
ENSG00000186458,0,0,0,0,0,0
ENSG00000186462,195,181,166,129,225,174
ENSG00000186468,3920,3283,2988,2980,3988,3064
ENSG00000186469,0,0,0,0,0,0
ENSG00000186470,14,8,16,9,26,22
ENSG00000186471,2,2,0,1,0,2
ENSG00000186472,35,43,35,26,46,37
ENSG00000186474,0,0,2,2,0,0
ENSG00000186479,2,1,1,2,1,0
ENSG00000186480,3886,2965,3635,3294,5835,4418
ENSG00000186487,2,2,1,1,1,6
ENSG00000186493,586,355,539,389,605,423
ENSG00000186496,41,38,41,34,39,29
ENSG00000186501,1037,738,685,722,1058,698
ENSG00000186509,0,0,0,0,0,0
ENSG00000186510,2,5,5,4,10,8
ENSG00000186513,0,0,0,0,0,0
ENSG00000186517,90,80,57,79,101,70
ENSG00000186522,657,546,606,491,881,625
ENSG00000186523,177,131,148,115,188,115
ENSG00000186526,3,3,1,0,3,7
ENSG00000186529,8,8,4,12,2,3
ENSG00000186532,655,432,465,352,652,436
ENSG00000186562,0,0,0,0,0,0
ENSG00000186564,171,160,215,135,169,119
ENSG00000186566,1325,1116,1108,1030,1474,1123
ENSG00000186567,17,9,14,18,20,6
ENSG00000186572,0,0,0,0,0,0
ENSG00000186575,1392,1082,1096,1056,1383,1125
ENSG00000186577,503,383,429,337,510,415
ENSG00000186579,0,0,0,0,0,0
ENSG00000186583,23,13,16,8,15,16
ENSG00000186591,1353,1093,1164,917,1578,1192
ENSG00000186599,0,0,0,0,0,0
ENSG00000186603,193,115,138,142,202,121
ENSG00000186625,630,555,510,447,775,513
ENSG00000186628,3,1,2,0,1,3
ENSG00000186635,2518,1846,2167,1920,2691,2042
ENSG00000186638,312,264,267,235,350,220
ENSG00000186642,3,3,3,2,5,3
ENSG00000186648,46,33,48,40,60,32
ENSG00000186652,0,0,0,0,0,0
ENSG00000186654,216,125,136,177,237,165
ENSG00000186660,1568,1251,1315,1088,1743,1292
ENSG00000186665,1180,890,936,751,1173,812
ENSG00000186666,207,141,147,102,165,107
ENSG00000186675,0,0,0,0,0,0
ENSG00000186684,0,0,0,0,0,0
ENSG00000186687,597,448,507,405,658,472
ENSG00000186710,2,6,10,3,2,6
ENSG00000186714,2,4,0,3,2,0
ENSG00000186716,2610,1913,2144,2048,2681,1938
ENSG00000186723,0,0,0,0,0,0
ENSG00000186732,8,3,8,11,3,4
ENSG00000186765,7,7,8,3,6,6
ENSG00000186766,0,0,0,0,0,0
ENSG00000186767,722,549,507,404,650,371
ENSG00000186777,58,63,62,64,84,59
ENSG00000186787,168,147,153,121,185,128
ENSG00000186788,0,0,0,0,0,0
ENSG00000186790,1,2,0,3,4,2
ENSG00000186792,76,64,75,70,97,60
ENSG00000186795,0,0,0,0,0,0
ENSG00000186803,0,0,0,0,0,0
ENSG00000186806,99,88,92,70,135,92
ENSG00000186810,0,0,0,0,0,0
ENSG00000186812,778,589,619,481,752,573
ENSG00000186814,90,85,89,71,107,85
ENSG00000186815,2212,1718,1954,1659,2570,1886
ENSG00000186818,0,0,0,0,0,0
ENSG00000186827,0,0,0,1,0,2
ENSG00000186832,12,8,6,9,8,7
ENSG00000186834,2234,1892,2022,1415,2081,1580
ENSG00000186838,2,0,0,2,0,1
ENSG00000186844,0,0,0,0,0,0
ENSG00000186847,2,5,5,5,14,3
ENSG00000186854,17,12,8,11,20,15
ENSG00000186860,0,0,0,0,0,0
ENSG00000186862,158,104,156,106,145,130
ENSG00000186866,1275,922,1030,983,1447,1068
ENSG00000186867,0,0,0,0,0,0
ENSG00000186868,241,169,187,193,268,170
ENSG00000186871,949,766,777,625,937,647
ENSG00000186881,0,0,0,0,0,0
ENSG00000186889,61,33,47,40,36,41
ENSG00000186891,10,2,8,4,9,4
ENSG00000186895,0,0,0,0,0,0
ENSG00000186897,55,42,64,34,69,49
ENSG00000186907,24,12,19,13,22,27
ENSG00000186908,1163,960,939,799,1332,997
ENSG00000186910,1,0,2,0,3,1
ENSG00000186912,1,2,1,1,1,3
ENSG00000186918,727,578,576,470,741,537
ENSG00000186919,9,7,8,2,16,5
ENSG00000186924,0,0,0,0,0,0
ENSG00000186925,0,0,0,0,0,0
ENSG00000186930,0,0,0,0,0,0
ENSG00000186943,0,0,0,0,0,0
ENSG00000186951,246,224,229,174,242,205
ENSG00000186952,3,2,1,2,3,1
ENSG00000186965,0,0,0,0,0,0
ENSG00000186967,0,0,0,0,0,0
ENSG00000186970,0,0,0,0,0,0
ENSG00000186971,0,0,0,0,0,0
ENSG00000186973,6,2,16,12,13,12
ENSG00000186976,13,6,6,16,17,11
ENSG00000186977,0,0,0,0,0,0
ENSG00000186980,0,0,0,0,0,0
ENSG00000186994,3,2,5,3,4,2
ENSG00000186998,331,215,288,232,324,247
ENSG00000187003,2,0,3,1,0,0
ENSG00000187005,0,0,0,0,0,0
ENSG00000187010,1,4,1,1,3,1
ENSG00000187017,1486,1026,1270,1236,1658,1207
ENSG00000187021,2,4,1,0,0,0
ENSG00000187024,12,12,7,5,12,5
ENSG00000187026,0,0,0,0,0,0
ENSG00000187033,0,0,0,0,0,0
ENSG00000187037,0,0,0,0,0,0
ENSG00000187045,287,191,244,207,273,249
ENSG00000187048,1,1,1,0,0,0
ENSG00000187049,380,322,271,300,420,306
ENSG00000187051,1543,1099,1176,957,1515,1057
ENSG00000187054,6,7,0,4,12,4
ENSG00000187066,19,9,11,14,23,19
ENSG00000187068,2,2,1,3,0,2
ENSG00000187079,3521,2901,3005,2589,4292,2963
ENSG00000187080,0,0,0,0,0,0
ENSG00000187082,0,0,0,0,0,0
ENSG00000187091,47,50,38,43,68,45
ENSG00000187094,18,12,10,10,18,11
ENSG00000187097,1081,956,888,825,1305,833
ENSG00000187098,51,46,51,51,80,58
ENSG00000187105,12,21,19,18,23,19
ENSG00000187109,13774,11561,10604,9848,16285,11009
ENSG00000187116,0,0,0,0,0,0
ENSG00000187118,813,622,606,537,889,582
ENSG00000187122,5,6,7,4,17,4
ENSG00000187123,740,581,667,522,810,621
ENSG00000187134,125,72,97,84,131,83
ENSG00000187135,0,0,0,0,0,0
ENSG00000187140,14,15,18,13,17,15
ENSG00000187144,0,0,3,0,1,1
ENSG00000187147,930,688,817,741,961,885
ENSG00000187151,3,1,0,0,0,1
ENSG00000187164,2984,2432,2394,2036,3372,2467
ENSG00000187166,0,0,0,0,0,0
ENSG00000187170,0,0,0,0,0,0
ENSG00000187173,0,0,0,0,0,0
ENSG00000187175,0,1,1,5,1,0
ENSG00000187180,0,0,0,0,0,0
ENSG00000187187,124,99,92,85,110,90
ENSG00000187189,1576,1194,1324,1127,1665,1212
ENSG00000187191,0,0,0,0,0,0
ENSG00000187193,73,70,63,51,73,52
ENSG00000187210,416,349,356,242,378,327
ENSG00000187223,0,0,0,0,0,0
ENSG00000187231,746,577,579,560,920,650
ENSG00000187238,0,0,0,0,0,0
ENSG00000187239,1334,1143,1224,925,1474,1179
ENSG00000187240,444,395,396,363,591,418
ENSG00000187242,12,13,18,29,33,20
ENSG00000187243,1,0,0,0,1,0
ENSG00000187244,4843,3585,4252,3839,5259,3961
ENSG00000187257,840,685,691,494,812,522
ENSG00000187258,0,0,0,0,0,0
ENSG00000187260,6,11,6,9,8,8
ENSG00000187266,363,361,461,310,520,403
ENSG00000187268,0,0,0,1,0,0
ENSG00000187272,0,0,0,0,0,0
ENSG00000187288,0,0,1,0,2,2
ENSG00000187323,0,0,1,1,0,0
ENSG00000187325,2211,1846,1772,1475,2438,1743
ENSG00000187372,35,24,53,36,46,34
ENSG00000187391,36,32,42,29,32,23
ENSG00000187398,13,13,11,16,16,7
ENSG00000187416,0,0,2,0,0,1
ENSG00000187446,1554,1222,1232,1129,1782,1316
ENSG00000187474,2,1,1,2,4,2
ENSG00000187475,0,2,0,1,0,2
ENSG00000187479,4,2,1,5,10,4
ENSG00000187486,107,81,126,79,103,74
ENSG00000187492,4,5,3,6,5,3
ENSG00000187498,2,0,4,2,4,1
ENSG00000187510,0,0,0,1,1,0
ENSG00000187513,0,0,0,0,0,0
ENSG00000187514,29858,24346,23988,20093,33759,24904
ENSG00000187516,3,1,5,6,5,4
ENSG00000187522,2258,1691,1600,1574,2268,1588
ENSG00000187527,0,0,0,0,1,0
ENSG00000187531,1003,708,802,605,903,599
ENSG00000187533,0,0,0,0,0,0
ENSG00000187535,1143,834,1003,901,1278,944
ENSG00000187537,0,0,0,0,0,0
ENSG00000187545,0,0,0,0,0,0
ENSG00000187546,0,2,0,0,0,1
ENSG00000187550,8,5,8,10,8,6
ENSG00000187553,1,0,3,1,5,1
ENSG00000187554,54,44,61,38,64,48
ENSG00000187555,5508,4452,4292,3916,5683,4094
ENSG00000187556,4,7,3,7,7,6
ENSG00000187559,1,0,3,2,2,2
ENSG00000187566,80,73,81,48,84,45
ENSG00000187569,0,0,0,0,0,0
ENSG00000187581,0,0,0,0,0,0
ENSG00000187583,261,186,228,204,298,244
ENSG00000187595,13,9,19,9,11,5
ENSG00000187600,0,0,0,0,0,0
ENSG00000187601,543,379,454,357,561,381
ENSG00000187605,3370,2728,2828,3005,4401,3211
ENSG00000187607,135,83,100,74,139,85
ENSG00000187608,161,135,160,203,314,224
ENSG00000187609,438,374,379,393,610,498
ENSG00000187612,0,0,0,0,0,0
ENSG00000187616,0,0,0,0,0,0
ENSG00000187624,7,4,6,3,5,4
ENSG00000187626,132,112,111,49,97,59
ENSG00000187627,3,0,3,0,0,0
ENSG00000187630,812,540,682,578,866,700
ENSG00000187634,406,311,356,283,408,361
ENSG00000187642,63,41,49,34,68,51
ENSG00000187650,65,73,53,47,82,52
ENSG00000187658,0,0,0,0,0,0
ENSG00000187664,0,0,0,0,0,0
ENSG00000187672,100,79,80,80,108,101
ENSG00000187676,208,185,176,145,189,195
ENSG00000187678,81,44,62,51,83,48
ENSG00000187682,1,1,0,1,1,5
ENSG00000187688,0,0,0,0,2,0
ENSG00000187689,0,0,0,0,0,0
ENSG00000187690,0,0,0,0,0,0
ENSG00000187699,13,9,13,10,17,11
ENSG00000187701,0,0,0,0,0,0
ENSG00000187713,1505,1166,1255,973,1400,1011
ENSG00000187714,0,0,0,0,0,0
ENSG00000187715,5,7,1,6,8,7
ENSG00000187720,2354,1740,1904,1890,2713,1973
ENSG00000187726,2,8,4,7,10,8
ENSG00000187730,87,73,81,84,124,68
ENSG00000187733,0,0,0,0,0,0
ENSG00000187735,3441,2916,2850,2369,3785,2664
ENSG00000187736,3,4,0,3,2,0
ENSG00000187741,4005,2948,3004,2910,4306,2885
ENSG00000187742,2432,1961,1914,1727,2750,1985
ENSG00000187747,0,0,0,0,0,0
ENSG00000187753,2,2,0,0,1,1
ENSG00000187754,0,0,0,0,0,0
ENSG00000187758,0,0,0,0,0,0
ENSG00000187764,806,598,716,672,1002,783
ENSG00000187766,0,0,0,0,0,0
ENSG00000187772,0,0,0,0,0,0
ENSG00000187773,4,1,2,1,5,1
ENSG00000187775,62,24,32,28,36,41
ENSG00000187778,3276,2660,2736,2378,3601,2593
ENSG00000187783,0,0,0,0,0,0
ENSG00000187790,778,684,501,477,829,572
ENSG00000187791,0,0,1,0,0,0
ENSG00000187792,85,81,67,43,63,64
ENSG00000187796,123,95,80,131,155,113
ENSG00000187800,4,3,0,2,6,2
ENSG00000187801,50,44,48,29,46,33
ENSG00000187806,0,0,0,0,0,0
ENSG00000187808,30,21,38,17,18,10
ENSG00000187815,203,144,136,104,194,115
ENSG00000187821,0,0,0,0,0,0
ENSG00000187823,0,0,0,0,0,0
ENSG00000187824,2,4,0,3,2,1
ENSG00000187833,0,0,0,0,0,0
ENSG00000187837,789,578,658,565,908,622
ENSG00000187838,7,3,9,2,1,2
ENSG00000187840,1132,829,882,850,1272,917
ENSG00000187848,62,50,51,49,72,65
ENSG00000187855,1,1,0,0,0,0
ENSG00000187857,0,0,0,0,0,0
ENSG00000187860,51,31,35,35,50,45
ENSG00000187862,0,2,1,0,2,0
ENSG00000187866,434,335,359,227,358,247
