,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAADRAAPEI-223-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAERAAPEI-225-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAFRAAPEI-227-counts.tsv
ENSG00000198208,233,203,151,201,236,209
ENSG00000198216,0,0,0,0,2,0
ENSG00000198218,2297,1795,1947,1793,2016,1706
ENSG00000198223,9,5,7,4,11,16
ENSG00000198225,14,3,5,11,10,9
ENSG00000198231,8303,7005,6339,6698,7780,6539
ENSG00000198242,5410,4666,4436,4523,5394,4384
ENSG00000198246,411,310,265,302,306,285
ENSG00000198252,1527,1183,1094,1202,1288,1245
ENSG00000198258,2319,1979,1895,1856,2368,1913
ENSG00000198265,3219,2644,2725,2895,3256,3088
ENSG00000198270,454,405,398,426,512,403
ENSG00000198271,0,0,0,0,0,0
ENSG00000198276,2559,1853,2178,1973,2248,2100
ENSG00000198283,0,0,0,0,0,0
ENSG00000198286,0,0,0,0,0,0
ENSG00000198298,261,196,179,177,236,193
ENSG00000198300,0,0,0,0,0,0
ENSG00000198301,791,639,634,641,656,583
ENSG00000198315,1058,947,928,858,1009,932
ENSG00000198324,215,177,199,179,192,179
ENSG00000198326,0,2,0,2,0,0
ENSG00000198331,462,382,440,322,427,377
ENSG00000198336,0,0,0,0,0,0
ENSG00000198342,117,94,87,77,100,83
ENSG00000198346,227,182,185,163,191,168
ENSG00000198353,3,2,1,3,1,0
ENSG00000198354,0,0,0,0,0,0
ENSG00000198355,2973,2122,2460,2662,3073,2790
ENSG00000198356,3177,2428,2561,2451,2889,2396
ENSG00000198363,5623,4579,4456,4624,5270,4971
ENSG00000198369,1578,1452,1420,1288,1450,1465
ENSG00000198373,2235,1845,2018,1833,2286,1921
ENSG00000198380,4447,3389,3488,3726,4231,3872
ENSG00000198382,779,633,579,615,687,611
ENSG00000198390,0,0,0,0,0,0
ENSG00000198393,350,298,251,283,343,250
ENSG00000198398,0,0,0,0,0,0
ENSG00000198399,1389,1181,1159,1144,1385,1320
ENSG00000198400,0,2,5,1,3,4
ENSG00000198408,4628,3762,3647,3724,4462,3873
ENSG00000198417,539,430,463,414,550,475
ENSG00000198420,3536,2821,2990,2853,3442,3130
ENSG00000198429,56,74,64,60,58,69
ENSG00000198431,4851,3958,3596,4105,4718,3796
ENSG00000198435,709,478,611,425,506,556
ENSG00000198440,0,0,0,0,0,0
ENSG00000198443,3,3,2,4,7,5
ENSG00000198445,0,0,0,0,1,0
ENSG00000198453,49,37,37,28,50,39
ENSG00000198455,389,335,328,271,330,292
ENSG00000198464,750,622,542,611,699,539
ENSG00000198466,677,602,544,575,622,552
ENSG00000198467,213,172,185,161,178,163
ENSG00000198471,0,0,0,0,0,0
ENSG00000198478,341,261,268,269,342,306
ENSG00000198482,217,202,185,180,232,216
ENSG00000198483,38,33,36,30,37,19
ENSG00000198488,8,9,10,4,17,10
ENSG00000198492,2326,1889,1824,1710,2046,1696
ENSG00000198498,1077,902,889,936,1010,799
ENSG00000198502,38,28,24,35,40,43
ENSG00000198513,13,10,6,18,13,12
ENSG00000198515,2,4,6,4,9,3
ENSG00000198517,1691,1215,1504,1526,1897,1617
ENSG00000198520,25,14,18,12,17,10
ENSG00000198521,1088,937,862,830,965,826
ENSG00000198522,956,799,815,790,914,810
ENSG00000198523,0,0,0,0,0,2
ENSG00000198535,17,9,13,13,8,14
ENSG00000198538,474,426,448,317,422,373
ENSG00000198542,0,0,0,0,0,0
ENSG00000198546,236,177,215,205,226,198
ENSG00000198551,670,495,488,371,436,385
ENSG00000198553,3,1,2,3,3,0
ENSG00000198554,2049,1630,1564,1670,1798,1676
ENSG00000198556,556,406,452,457,573,494
ENSG00000198561,3794,3265,3315,3084,3768,3525
ENSG00000198563,6679,5351,5506,5649,6514,5634
ENSG00000198569,131,91,107,102,105,99
ENSG00000198570,0,0,0,0,0,0
ENSG00000198573,0,0,0,1,0,0
ENSG00000198574,1,0,0,0,0,0
ENSG00000198576,95,69,51,88,86,80
ENSG00000198585,1307,1042,1041,942,1171,1026
ENSG00000198586,1461,1233,1237,1223,1352,1214
ENSG00000198589,4304,3549,3462,3463,4170,3940
ENSG00000198597,1,0,0,0,0,1
ENSG00000198598,365,248,298,265,321,257
ENSG00000198601,0,0,0,0,0,0
ENSG00000198604,3549,2925,2858,2887,3409,2964
ENSG00000198610,0,0,0,0,0,0
ENSG00000198612,1326,1113,997,1155,1417,1136
ENSG00000198624,114,99,109,103,124,112
ENSG00000198625,2786,2255,2253,2213,2442,2491
ENSG00000198626,2,5,4,3,6,0
ENSG00000198633,0,0,0,0,0,0
ENSG00000198642,650,535,559,494,557,457
ENSG00000198643,0,0,0,0,0,0
ENSG00000198646,1762,1485,1597,1421,1758,1646
ENSG00000198648,1281,1090,1017,1129,1235,1123
ENSG00000198650,1,0,0,1,1,2
ENSG00000198663,2414,1911,1945,1915,2340,1987
ENSG00000198668,17657,14271,14382,14467,16941,15534
ENSG00000198670,0,0,0,0,0,0
ENSG00000198673,5,2,3,8,5,10
ENSG00000198674,0,0,0,0,0,0
ENSG00000198677,1441,1210,1189,1202,1449,1330
ENSG00000198680,280,162,207,185,196,176
ENSG00000198681,2,3,4,2,5,4
ENSG00000198682,1913,1504,1420,1467,1707,1458
ENSG00000198689,703,482,485,480,605,578
ENSG00000198690,421,343,306,359,418,315
ENSG00000198691,62,58,54,44,51,44
ENSG00000198692,0,0,0,0,0,0
ENSG00000198695,23745,20579,19690,15359,17581,17665
ENSG00000198700,3257,2710,2596,2726,3183,2680
ENSG00000198704,0,0,0,0,0,0
ENSG00000198707,701,554,482,510,633,551
ENSG00000198712,89387,75027,72907,71575,83287,72166
ENSG00000198715,244,162,200,220,233,218
ENSG00000198718,800,656,683,657,815,668
ENSG00000198719,69,45,71,39,61,61
ENSG00000198720,336,251,274,262,311,281
ENSG00000198721,569,533,486,472,593,504
ENSG00000198722,613,475,512,525,593,533
ENSG00000198723,9,5,17,12,12,16
ENSG00000198727,70569,60148,57611,56828,65391,58457
ENSG00000198728,1914,1438,1523,1425,1683,1458
ENSG00000198729,3,3,2,3,3,0
ENSG00000198730,1673,1387,1279,1312,1473,1369
ENSG00000198732,4,9,3,2,7,9
ENSG00000198734,2,3,3,3,8,2
ENSG00000198736,2255,1784,1858,1801,2155,1790
ENSG00000198739,0,0,0,0,0,0
ENSG00000198740,1023,820,751,808,892,829
ENSG00000198742,1095,935,836,923,1084,982
ENSG00000198743,723,512,539,525,625,617
ENSG00000198746,253,206,201,204,239,180
ENSG00000198752,4976,3898,4305,4139,4629,4244
ENSG00000198753,517,315,433,444,498,423
ENSG00000198754,31,17,28,29,22,29
ENSG00000198755,18039,14696,14249,14191,16673,14727
ENSG00000198756,1,1,0,2,5,1
ENSG00000198758,0,0,0,0,0,0
ENSG00000198759,0,0,0,0,0,0
ENSG00000198763,46265,39904,35735,41454,46747,40891
ENSG00000198765,0,1,0,3,0,0
ENSG00000198768,0,0,4,1,3,1
ENSG00000198771,2,2,0,1,2,0
ENSG00000198774,0,0,1,0,0,0
ENSG00000198780,319,243,206,232,273,215
ENSG00000198783,215,175,208,139,177,162
ENSG00000198785,1,0,3,2,2,0
ENSG00000198786,95468,84639,82205,62090,67636,67689
ENSG00000198791,1975,1692,1659,1788,2034,1822
ENSG00000198792,1367,980,1177,1120,1467,1232
ENSG00000198793,3041,2270,2504,2605,2864,2449
ENSG00000198794,1103,934,879,874,1068,872
ENSG00000198795,1,2,1,1,0,3
ENSG00000198796,2,0,0,0,0,0
ENSG00000198797,385,305,265,292,320,245
ENSG00000198798,0,0,0,0,0,0
ENSG00000198799,1217,1023,1025,903,1165,1005
ENSG00000198804,226889,183164,182519,186037,215356,194294
ENSG00000198805,2784,2203,2116,2297,2576,2156
ENSG00000198807,109,83,75,75,87,76
ENSG00000198812,0,0,0,0,0,0
ENSG00000198814,399,304,291,335,423,345
ENSG00000198815,2226,1816,1667,1861,2173,1951
ENSG00000198816,103,85,91,75,124,95
ENSG00000198818,820,593,630,678,725,681
ENSG00000198821,0,0,0,1,0,0
ENSG00000198822,0,0,0,1,0,2
ENSG00000198824,956,845,790,725,879,690
ENSG00000198825,973,687,791,826,959,818
ENSG00000198826,2864,2447,2700,2265,2781,2750
ENSG00000198829,68,45,36,42,63,47
ENSG00000198830,23968,20104,19829,20022,23400,21107
ENSG00000198832,408,297,357,345,410,345
ENSG00000198833,2155,1700,1736,1784,2079,1836
ENSG00000198835,3,7,10,3,4,14
ENSG00000198836,3937,3382,3187,3240,3961,3434
ENSG00000198837,3084,2302,2483,2576,2922,2531
ENSG00000198838,70,46,61,76,53,41
ENSG00000198839,240,181,185,179,220,189
ENSG00000198840,17018,14702,13496,12910,15169,14073
ENSG00000198841,211,175,195,131,186,177
ENSG00000198842,0,0,0,0,0,0
ENSG00000198843,3928,3177,3084,3263,3647,3203
ENSG00000198844,0,0,0,0,0,0
ENSG00000198846,0,0,0,0,0,0
ENSG00000198848,0,0,0,0,0,0
ENSG00000198851,0,1,2,0,0,2
ENSG00000198853,235,186,188,188,207,195
ENSG00000198854,0,0,0,0,0,0
ENSG00000198855,335,272,228,250,263,222
ENSG00000198856,3061,2420,2390,2395,2703,2575
ENSG00000198858,1144,856,935,886,1132,905
ENSG00000198860,1713,1314,1323,1447,1584,1464
ENSG00000198862,1336,1094,1040,1115,1237,1118
ENSG00000198863,600,454,446,408,513,429
ENSG00000198865,0,0,1,0,2,0
ENSG00000198870,36,25,19,28,32,24
ENSG00000198873,45,32,32,28,49,31
ENSG00000198874,515,447,387,363,454,385
ENSG00000198876,1362,1097,1132,1125,1255,1164
ENSG00000198879,726,609,632,575,722,672
ENSG00000198881,0,0,0,0,0,0
ENSG00000198883,0,2,1,0,0,0
ENSG00000198885,0,1,0,0,3,0
ENSG00000198886,169993,148468,137354,139392,158823,145399
ENSG00000198887,2109,1706,1524,1604,1922,1549
ENSG00000198888,45138,37715,35152,37467,40327,35476
ENSG00000198889,0,0,0,0,0,0
ENSG00000198890,6900,5257,5455,5009,5730,4782
ENSG00000198892,226,152,216,188,253,221
ENSG00000198894,842,711,733,632,785,741
ENSG00000198898,2599,2225,1970,2201,2461,2086
ENSG00000198899,53070,45049,41589,43583,49761,43757
ENSG00000198900,6603,5394,5161,5511,6270,5529
ENSG00000198901,4828,4457,4343,3922,4992,4640
ENSG00000198908,151,117,144,130,157,145
ENSG00000198909,1796,1373,1564,1506,1784,1610
ENSG00000198910,2060,1602,1705,1691,2043,1739
ENSG00000198911,2745,2293,2406,2408,2868,2692
ENSG00000198912,570,455,514,431,493,466
ENSG00000198914,0,0,0,0,0,0
ENSG00000198915,60,31,46,47,53,45
ENSG00000198917,1705,1300,1322,1300,1601,1294
ENSG00000198918,19747,16757,15726,16568,18772,16236
ENSG00000198919,858,758,782,715,856,886
ENSG00000198920,632,490,474,485,572,551
ENSG00000198924,889,672,636,734,841,614
ENSG00000198925,1604,1228,1370,1193,1516,1367
ENSG00000198929,182,134,127,156,210,167
ENSG00000198930,0,2,0,0,0,0
ENSG00000198931,8953,6546,7015,7465,8392,7069
ENSG00000198932,244,193,193,226,185,173
ENSG00000198933,147,119,126,90,124,112
ENSG00000198934,41,32,37,40,50,43
ENSG00000198937,317,269,262,269,322,294
ENSG00000198938,135037,109962,104229,110263,125505,106638
ENSG00000198939,10,7,7,4,6,13
ENSG00000198944,90,54,62,58,85,64
ENSG00000198945,37,41,29,26,39,33
ENSG00000198947,39,32,37,35,52,53
ENSG00000198948,91,81,74,72,88,76
ENSG00000198951,987,821,939,837,962,957
ENSG00000198952,5181,4021,4301,4156,4636,4060
ENSG00000198954,1740,1344,1363,1323,1574,1398
ENSG00000198959,74,62,66,79,68,40
ENSG00000198960,748,648,661,507,708,624
ENSG00000198961,2866,2463,2495,2423,2901,2723
ENSG00000198963,0,0,0,0,0,0
ENSG00000198964,559,432,471,462,542,510
ENSG00000198965,0,0,0,0,0,0
ENSG00000198967,0,0,0,0,0,0
ENSG00000203326,624,516,545,536,573,529
ENSG00000203485,5735,4168,4756,4846,5401,4771
ENSG00000203499,2107,1601,1723,1627,1820,1552
ENSG00000203618,0,0,0,0,0,0
ENSG00000203661,0,0,0,0,0,0
ENSG00000203663,0,0,0,0,0,0
ENSG00000203666,135,121,114,129,148,110
ENSG00000203667,74,66,61,63,63,77
ENSG00000203668,883,842,756,792,857,877
ENSG00000203685,3,3,0,0,2,2
ENSG00000203690,0,0,0,0,0,0
ENSG00000203697,483,347,403,398,415,353
ENSG00000203705,234,192,192,207,230,214
ENSG00000203710,3,1,1,0,1,0
ENSG00000203722,5,3,6,6,11,3
ENSG00000203724,163,93,104,95,109,116
ENSG00000203727,0,0,0,0,2,0
ENSG00000203730,1,0,2,1,0,2
ENSG00000203733,0,0,0,0,0,0
ENSG00000203734,4,5,1,4,6,3
ENSG00000203737,1,2,1,0,2,1
ENSG00000203740,0,0,0,0,0,0
ENSG00000203747,0,0,0,0,0,0
ENSG00000203756,0,0,0,0,0,0
ENSG00000203757,0,0,0,0,0,0
ENSG00000203760,600,508,552,513,703,660
ENSG00000203772,162,137,146,149,137,142
ENSG00000203778,3,3,2,4,5,7
ENSG00000203780,39,30,24,23,27,19
ENSG00000203782,0,0,0,0,0,0
ENSG00000203783,0,0,0,0,0,0
ENSG00000203784,0,0,0,0,0,0
ENSG00000203785,0,0,0,0,0,0
ENSG00000203786,0,0,0,0,0,0
ENSG00000203791,165,144,154,104,162,158
ENSG00000203795,0,0,0,0,0,1
ENSG00000203797,3,2,2,4,1,2
ENSG00000203805,0,1,0,0,0,0
ENSG00000203811,0,0,0,0,0,0
ENSG00000203812,0,0,0,0,0,0
ENSG00000203814,198,130,133,200,186,154
ENSG00000203818,0,0,0,0,0,0
ENSG00000203837,0,0,0,0,0,0
ENSG00000203852,0,0,0,0,0,0
ENSG00000203857,1,2,0,0,0,0
ENSG00000203859,0,0,0,0,0,0
ENSG00000203867,2,2,5,5,3,4
ENSG00000203870,0,0,0,0,0,0
ENSG00000203872,23,21,11,16,23,20
ENSG00000203877,0,0,0,0,0,0
ENSG00000203879,9087,7374,7916,7376,8696,7947
ENSG00000203880,1676,1397,1412,1312,1485,1514
ENSG00000203883,159,99,112,102,97,77
ENSG00000203896,315,233,272,238,352,207
ENSG00000203907,23,11,14,13,21,17
ENSG00000203908,0,1,0,0,0,0
ENSG00000203909,0,0,0,0,0,0
ENSG00000203910,0,2,0,2,0,0
ENSG00000203923,0,0,0,0,0,0
ENSG00000203926,0,0,0,0,0,0
ENSG00000203933,0,0,0,0,0,0
ENSG00000203942,0,0,0,0,1,2
ENSG00000203943,9,3,5,7,9,10
ENSG00000203950,2001,1693,1792,1526,1948,1694
ENSG00000203952,15,23,26,13,22,26
ENSG00000203963,0,0,0,0,0,0
ENSG00000203965,184,120,132,135,157,134
ENSG00000203970,0,0,0,0,0,0
ENSG00000203972,0,1,0,0,0,0
ENSG00000203985,5,1,2,3,2,7
ENSG00000203989,0,0,0,0,0,0
ENSG00000203995,587,503,500,519,617,588
ENSG00000204001,0,0,0,0,0,0
ENSG00000204006,0,0,0,0,0,0
ENSG00000204007,0,0,0,0,0,0
ENSG00000204010,0,0,0,0,0,0
ENSG00000204019,0,0,0,0,0,0
ENSG00000204020,0,0,0,0,0,0
ENSG00000204021,1,0,0,0,1,0
ENSG00000204022,1,0,0,0,0,0
ENSG00000204025,0,0,0,0,0,0
ENSG00000204033,0,0,0,0,0,0
ENSG00000204052,74,69,67,52,89,72
ENSG00000204060,497,258,337,339,373,386
ENSG00000204065,0,0,0,0,0,0
ENSG00000204070,491,404,406,411,446,473
ENSG00000204071,0,0,0,1,0,0
ENSG00000204084,382,388,318,354,440,377
ENSG00000204086,5,7,3,7,2,6
ENSG00000204099,0,0,0,0,0,1
ENSG00000204103,340,221,255,208,254,239
ENSG00000204104,327,283,306,274,334,279
ENSG00000204116,227,179,159,204,241,225
ENSG00000204118,14,6,11,8,8,11
ENSG00000204120,2141,1589,1639,1452,1872,1657
ENSG00000204128,23,18,15,12,22,15
ENSG00000204130,652,555,585,571,594,613
ENSG00000204131,97,54,71,72,80,62
ENSG00000204138,1184,1067,1072,987,1178,1112
ENSG00000204140,34,36,26,25,42,22
ENSG00000204147,220,154,131,162,218,157
ENSG00000204149,662,509,499,492,610,490
ENSG00000204152,334,249,258,226,323,286
ENSG00000204160,1113,918,987,1012,1133,1016
ENSG00000204161,0,0,0,0,0,0
ENSG00000204165,10,7,4,7,7,5
ENSG00000204172,244,183,188,182,229,198
ENSG00000204174,0,0,0,0,0,0
ENSG00000204175,0,0,1,0,2,0
ENSG00000204176,50,44,40,42,49,38
ENSG00000204178,917,793,711,717,872,712
ENSG00000204179,0,0,0,0,0,0
ENSG00000204183,0,0,0,0,0,0
ENSG00000204186,0,1,0,0,0,0
ENSG00000204193,0,0,0,0,0,0
ENSG00000204195,0,0,0,0,0,0
ENSG00000204209,1959,1685,1689,1398,1739,1510
ENSG00000204217,2477,1941,2067,1954,2331,2259
ENSG00000204219,1264,1047,1136,1017,1256,1223
ENSG00000204220,1265,1006,963,1013,1246,999
ENSG00000204227,1361,1044,1030,1032,1192,1075
ENSG00000204228,223,139,171,173,167,198
ENSG00000204231,1071,867,913,868,997,882
ENSG00000204237,385,296,333,271,341,303
ENSG00000204246,0,0,0,0,0,0
ENSG00000204248,273,182,224,174,238,192
ENSG00000204252,0,0,0,0,0,0
ENSG00000204256,9954,7756,7153,7923,9198,7757
ENSG00000204257,98,90,91,94,118,126
ENSG00000204262,37,29,21,24,45,33
ENSG00000204264,31,21,27,16,20,20
ENSG00000204267,215,153,200,164,190,190
ENSG00000204271,315,205,252,243,288,260
ENSG00000204272,1234,961,957,1027,1089,1001
ENSG00000204278,0,0,0,0,0,1
ENSG00000204279,0,0,0,0,0,0
ENSG00000204287,2,9,4,4,5,6
ENSG00000204290,0,0,1,0,0,0
ENSG00000204291,0,0,0,0,0,0
ENSG00000204293,0,1,0,1,0,1
ENSG00000204296,0,0,0,0,0,0
ENSG00000204300,0,0,0,0,0,0
ENSG00000204301,19,14,7,12,19,15
ENSG00000204304,2005,1612,1678,1537,1905,1695
ENSG00000204305,327,270,298,216,289,233
ENSG00000204308,791,630,688,609,813,704
ENSG00000204310,412,363,404,335,410,409
ENSG00000204311,30,15,10,18,10,7
ENSG00000204314,216,166,209,179,178,192
ENSG00000204315,279,229,233,168,173,171
ENSG00000204316,55,41,50,45,46,40
ENSG00000204323,138,101,96,102,120,85
ENSG00000204334,17,8,13,16,15,14
ENSG00000204335,13,3,6,4,7,9
ENSG00000204344,568,400,417,391,511,412
ENSG00000204345,0,0,0,0,0,0
ENSG00000204347,0,0,0,0,0,0
ENSG00000204348,349,254,271,277,351,286
ENSG00000204351,1742,1415,1555,1526,1828,1559
ENSG00000204352,0,1,0,0,0,2
ENSG00000204356,1859,1580,1514,1437,1807,1548
ENSG00000204361,0,0,0,0,0,0
ENSG00000204363,0,0,0,0,0,0
ENSG00000204366,247,150,178,156,162,160
ENSG00000204370,1151,998,880,1030,1077,950
ENSG00000204371,2412,1814,2109,1979,2301,1958
ENSG00000204379,0,0,0,0,0,0
ENSG00000204381,0,0,0,0,0,0
ENSG00000204382,0,0,0,0,0,0
ENSG00000204385,5,0,1,0,8,2
ENSG00000204386,1355,1100,1086,1231,1503,1276
ENSG00000204387,2426,1871,1831,1719,2063,1863
ENSG00000204388,2262,1523,1844,1729,1822,1967
ENSG00000204389,2856,2201,2600,2629,2766,2499
ENSG00000204390,65,55,68,54,67,73
ENSG00000204392,926,700,742,810,871,751
ENSG00000204394,3777,2759,3078,3108,3536,2951
ENSG00000204396,107,62,72,72,81,75
ENSG00000204397,0,0,0,0,0,0
ENSG00000204406,524,419,464,402,506,520
ENSG00000204410,184,144,195,163,213,157
ENSG00000204414,0,0,0,0,0,0
ENSG00000204420,21,9,27,16,25,16
ENSG00000204421,10,13,9,4,6,13
ENSG00000204424,0,0,0,0,0,0
ENSG00000204427,64,58,49,57,55,59
ENSG00000204428,135,81,108,114,115,100
ENSG00000204435,323,274,244,265,311,283
ENSG00000204438,355,246,240,270,273,241
ENSG00000204439,595,485,500,444,519,437
ENSG00000204442,0,0,0,0,0,1
ENSG00000204444,60,51,37,43,58,45
ENSG00000204449,0,0,0,0,0,0
ENSG00000204450,0,0,0,0,0,0
ENSG00000204463,4734,3996,4485,4123,5044,4467
ENSG00000204469,11813,9725,10761,9464,11331,10713
ENSG00000204472,1,0,0,0,0,2
ENSG00000204475,2,1,3,5,0,3
ENSG00000204478,0,0,0,0,0,0
ENSG00000204479,0,0,0,0,0,0
ENSG00000204480,0,0,0,0,0,0
ENSG00000204481,0,0,0,0,0,0
ENSG00000204482,0,0,0,0,0,1
ENSG00000204498,245,173,198,190,242,219
ENSG00000204501,0,0,0,0,0,0
ENSG00000204505,0,0,0,0,0,0
ENSG00000204510,0,0,0,0,0,0
ENSG00000204511,0,0,0,0,0,0
ENSG00000204514,218,209,168,158,230,172
ENSG00000204516,353,301,333,312,371,332
ENSG00000204518,0,0,0,0,0,0
ENSG00000204519,315,267,201,248,301,198
ENSG00000204520,943,747,823,865,950,829
ENSG00000204524,51,53,32,46,60,52
ENSG00000204525,1064,823,943,866,964,929
ENSG00000204531,9,9,8,10,12,17
ENSG00000204532,2,3,1,0,3,0
ENSG00000204536,1091,858,920,937,1047,912
ENSG00000204538,1,2,0,2,2,0
ENSG00000204539,1,1,1,1,0,1
ENSG00000204540,11,11,13,9,18,10
ENSG00000204542,0,0,1,0,0,0
ENSG00000204544,0,0,0,0,0,0
ENSG00000204548,0,0,0,0,0,0
ENSG00000204560,2271,1750,1825,1687,2088,1821
ENSG00000204564,574,367,465,368,480,414
ENSG00000204568,2087,1712,1544,1571,1857,1535
ENSG00000204569,3346,2677,2445,3293,3634,3101
ENSG00000204571,2,0,1,0,1,0
ENSG00000204572,9,2,8,6,6,8
ENSG00000204574,2822,2367,2314,2328,2677,2281
ENSG00000204576,558,479,415,474,532,421
ENSG00000204577,8,4,10,13,10,11
ENSG00000204580,10523,8210,9117,8430,10073,9030
ENSG00000204583,0,0,0,0,0,0
ENSG00000204590,2440,2033,2156,1978,2498,2046
ENSG00000204592,1627,1288,1352,1302,1528,1400
ENSG00000204595,0,0,3,0,0,0
ENSG00000204599,209,216,181,223,234,204
ENSG00000204604,683,564,564,527,658,569
ENSG00000204610,0,0,2,0,0,0
ENSG00000204611,322,281,292,266,274,257
ENSG00000204612,0,0,0,0,0,0
ENSG00000204613,0,1,0,0,0,2
ENSG00000204614,0,0,0,0,0,0
ENSG00000204616,7,4,10,4,4,5
ENSG00000204618,66,46,52,78,100,101
ENSG00000204619,1244,1008,1048,1122,1289,1117
ENSG00000204624,191,147,127,144,186,163
ENSG00000204628,28855,22894,23736,24147,27942,24228
ENSG00000204632,0,0,0,0,0,0
ENSG00000204634,655,484,570,607,682,559
ENSG00000204640,0,0,0,0,0,0
ENSG00000204642,99,108,75,86,91,78
ENSG00000204644,0,0,0,0,0,1
ENSG00000204653,3,2,0,0,1,0
ENSG00000204655,1,0,0,1,0,1
ENSG00000204657,0,0,1,0,0,1
ENSG00000204659,6,0,4,1,6,1
ENSG00000204669,0,0,0,0,0,0
ENSG00000204671,0,0,0,0,0,0
ENSG00000204673,2487,1897,2112,2189,2362,2043
ENSG00000204677,3,6,7,9,16,10
ENSG00000204681,1014,764,878,839,1012,904
ENSG00000204682,621,527,672,559,639,670
ENSG00000204683,0,0,0,0,0,1
ENSG00000204687,0,0,0,0,0,0
ENSG00000204688,0,0,0,0,0,0
ENSG00000204694,0,0,0,0,0,0
ENSG00000204695,0,0,0,0,0,0
ENSG00000204700,0,0,0,0,0,0
ENSG00000204701,0,0,0,0,1,0
ENSG00000204703,0,0,0,0,0,0
ENSG00000204704,0,0,0,0,0,0
ENSG00000204710,2,1,1,0,0,0
ENSG00000204711,2,0,0,0,0,0
ENSG00000204713,2338,1722,1744,1639,1890,1663
ENSG00000204740,2056,1762,1704,1902,2280,1960
ENSG00000204764,456,351,331,363,417,396
ENSG00000204767,1,1,2,0,0,0
ENSG00000204779,9,13,8,7,7,4
ENSG00000204815,17,12,18,25,24,16
ENSG00000204822,118,89,93,103,103,79
ENSG00000204839,2058,1286,1411,1527,1680,1157
ENSG00000204842,1294,1050,1075,1016,1221,1137
ENSG00000204843,4295,3679,3624,3545,4328,3827
ENSG00000204849,0,0,0,0,0,0
ENSG00000204851,0,0,0,0,0,0
ENSG00000204852,756,650,621,631,757,602
ENSG00000204856,231,196,180,180,232,184
ENSG00000204859,375,292,283,258,343,294
ENSG00000204866,0,0,0,0,0,0
ENSG00000204869,0,3,1,1,1,4
ENSG00000204873,0,0,0,0,0,0
ENSG00000204880,0,0,0,0,0,0
ENSG00000204882,8,5,6,9,8,6
ENSG00000204887,0,0,0,0,0,0
ENSG00000204889,17,15,22,14,17,15
ENSG00000204897,0,0,0,0,0,1
ENSG00000204899,1316,1123,1125,1075,1247,1284
ENSG00000204909,5,7,11,9,17,13
ENSG00000204913,0,0,0,1,0,0
ENSG00000204918,0,0,0,0,0,0
ENSG00000204919,0,0,0,0,0,0
ENSG00000204920,57,51,51,28,45,38
ENSG00000204922,243,207,199,201,226,202
ENSG00000204923,44,38,42,43,42,49
ENSG00000204928,0,0,0,0,0,0
ENSG00000204930,0,0,0,0,0,2
ENSG00000204936,6,5,3,2,3,7
ENSG00000204941,0,0,0,0,2,0
ENSG00000204946,960,794,804,798,911,813
ENSG00000204947,139,124,116,90,128,105
ENSG00000204950,101,78,74,50,73,79
ENSG00000204952,0,0,2,0,1,1
ENSG00000204954,294,267,273,196,244,225
ENSG00000204956,74,57,66,75,71,74
ENSG00000204960,0,0,0,0,0,1
ENSG00000204961,13,8,8,3,11,14
ENSG00000204962,9,15,6,14,8,9
ENSG00000204963,142,120,149,142,152,174
ENSG00000204965,103,59,86,83,102,86
ENSG00000204967,82,66,72,92,90,77
ENSG00000204969,143,98,118,97,153,143
ENSG00000204970,589,426,451,411,534,463
ENSG00000204977,235,191,192,164,209,189
ENSG00000204978,0,0,0,2,1,0
ENSG00000204979,0,0,0,1,0,0
ENSG00000204983,0,0,0,0,0,0
ENSG00000204991,783,536,712,611,788,677
ENSG00000205002,6485,5135,6050,5097,6144,5929
ENSG00000205022,23,11,11,14,19,6
ENSG00000205029,0,0,0,0,0,0
ENSG00000205030,0,0,0,0,0,0
ENSG00000205038,3,1,1,0,0,0
ENSG00000205045,0,0,0,0,0,0
ENSG00000205057,0,0,0,0,0,0
ENSG00000205060,1027,878,908,860,1001,924
ENSG00000205076,0,0,0,0,0,0
ENSG00000205078,43,26,28,39,45,30
ENSG00000205084,484,377,432,394,451,415
ENSG00000205085,0,0,5,2,4,0
ENSG00000205086,0,0,0,1,0,0
ENSG00000205089,6,6,2,4,6,4
ENSG00000205090,17,6,9,9,11,9
ENSG00000205097,0,0,0,0,0,0
ENSG00000205108,0,0,0,0,0,0
ENSG00000205111,0,0,3,0,0,3
ENSG00000205116,1,0,1,2,3,0
ENSG00000205126,0,0,0,0,0,0
ENSG00000205129,5,3,8,4,7,10
ENSG00000205133,1825,1448,1461,1444,1663,1685
ENSG00000205138,458,300,354,307,339,300
ENSG00000205143,2,2,0,2,2,1
ENSG00000205155,190,199,199,148,187,182
ENSG00000205177,0,0,1,3,2,2
ENSG00000205186,0,0,0,0,0,0
ENSG00000205189,594,482,512,479,537,623
